# Samples per Second per Channel acquired: 10000.000000
# X	Y	SUM	
0.0474	0.1480	1.2907	
0.0487	0.1493	1.2904	
0.0474	0.1490	1.2897	
0.0477	0.1477	1.2874	
0.0481	0.1487	1.2923	
0.0481	0.1474	1.2894	
0.0484	0.1487	1.2904	
0.0484	0.1480	1.2891	
0.0484	0.1470	1.2877	
0.0491	0.1487	1.2920	
0.0484	0.1467	1.2877	
0.0487	0.1470	1.2927	
0.0491	0.1480	1.2891	
0.0487	0.1470	1.2881	
0.0487	0.1480	1.2933	
0.0481	0.1474	1.2910	
0.0477	0.1477	1.2894	
0.0481	0.1487	1.2910	
0.0487	0.1470	1.2864	
0.0491	0.1477	1.2897	
0.0481	0.1480	1.2877	
0.0494	0.1464	1.2891	
0.0491	0.1474	1.2845	
0.0487	0.1467	1.2854	
0.0494	0.1477	1.2891	
0.0484	0.1474	1.2887	
0.0481	0.1470	1.2891	
0.0500	0.1474	1.2894	
0.0487	0.1477	1.2874	
0.0497	0.1474	1.2914	
0.0487	0.1474	1.2900	
0.0481	0.1470	1.2904	
0.0494	0.1487	1.2920	
0.0494	0.1467	1.2887	
0.0491	0.1480	1.2904	
0.0484	0.1474	1.2914	
0.0484	0.1460	1.2887	
0.0484	0.1460	1.2914	
0.0491	0.1464	1.2887	
0.0494	0.1441	1.2881	
0.0497	0.1483	1.2894	
0.0491	0.1460	1.2858	
0.0497	0.1467	1.2933	
0.0484	0.1460	1.2917	
0.0494	0.1464	1.2884	
0.0497	0.1477	1.2887	
0.0484	0.1460	1.2907	
0.0494	0.1474	1.2838	
0.0484	0.1470	1.2923	
0.0484	0.1457	1.2927	
0.0487	0.1477	1.2900	
0.0474	0.1464	1.2917	
0.0497	0.1467	1.2900	
0.0484	0.1467	1.2897	
0.0484	0.1467	1.2910	
0.0491	0.1470	1.2933	
0.0484	0.1460	1.2897	
0.0491	0.1470	1.2887	
0.0497	0.1483	1.2910	
0.0484	0.1460	1.2910	
0.0504	0.1470	1.2910	
0.0494	0.1447	1.2904	
0.0487	0.1464	1.2900	
0.0491	0.1480	1.2874	
0.0491	0.1464	1.2874	
0.0507	0.1477	1.2887	
0.0494	0.1470	1.2877	
0.0500	0.1460	1.2894	
0.0500	0.1477	1.2907	
0.0487	0.1470	1.2923	
0.0504	0.1483	1.2897	
0.0487	0.1480	1.2920	
0.0487	0.1480	1.2904	
0.0497	0.1490	1.2910	
0.0487	0.1480	1.2818	
0.0491	0.1487	1.2884	
0.0494	0.1474	1.2894	
0.0491	0.1477	1.2894	
0.0497	0.1487	1.2891	
0.0491	0.1474	1.2881	
0.0504	0.1483	1.2894	
0.0491	0.1490	1.2845	
0.0491	0.1467	1.2894	
0.0504	0.1470	1.2868	
0.0497	0.1474	1.2891	
0.0494	0.1477	1.2891	
0.0497	0.1490	1.2894	
0.0504	0.1474	1.2877	
0.0497	0.1490	1.2914	
0.0497	0.1477	1.2904	
0.0494	0.1477	1.2887	
0.0504	0.1490	1.2877	
0.0510	0.1480	1.2868	
0.0510	0.1493	1.2838	
0.0500	0.1483	1.2920	
0.0500	0.1483	1.2927	
0.0510	0.1490	1.2917	
0.0500	0.1477	1.2904	
0.0520	0.1487	1.2907	
0.0514	0.1490	1.2917	
0.0504	0.1483	1.2917	
0.0514	0.1487	1.2933	
0.0507	0.1490	1.2900	
0.0520	0.1490	1.2868	
0.0517	0.1487	1.2930	
0.0504	0.1470	1.2907	
0.0514	0.1500	1.2887	
0.0504	0.1483	1.2910	
0.0507	0.1483	1.2894	
0.0507	0.1483	1.2887	
0.0510	0.1470	1.2871	
0.0520	0.1487	1.2891	
0.0497	0.1483	1.2910	
0.0510	0.1487	1.2897	
0.0514	0.1493	1.2897	
0.0500	0.1477	1.2894	
0.0514	0.1487	1.2927	
0.0507	0.1487	1.2874	
0.0510	0.1483	1.2927	
0.0507	0.1487	1.2914	
0.0500	0.1480	1.2877	
0.0500	0.1493	1.2900	
0.0507	0.1493	1.2887	
0.0520	0.1477	1.2877	
0.0520	0.1490	1.2894	
0.0507	0.1480	1.2914	
0.0517	0.1480	1.2907	
0.0517	0.1493	1.2914	
0.0510	0.1480	1.2920	
0.0517	0.1490	1.2917	
0.0514	0.1477	1.2904	
0.0523	0.1467	1.2904	
0.0517	0.1477	1.2910	
0.0530	0.1467	1.2900	
0.0520	0.1474	1.2927	
0.0517	0.1470	1.2917	
0.0520	0.1464	1.2897	
0.0523	0.1477	1.2891	
0.0517	0.1467	1.2920	
0.0523	0.1474	1.2920	
0.0523	0.1464	1.2920	
0.0520	0.1474	1.2923	
0.0520	0.1477	1.2923	
0.0517	0.1474	1.2950	
0.0520	0.1474	1.2927	
0.0520	0.1470	1.2943	
0.0517	0.1470	1.2900	
0.0530	0.1480	1.2927	
0.0520	0.1467	1.2904	
0.0520	0.1477	1.2881	
0.0523	0.1474	1.2923	
0.0527	0.1457	1.2907	
0.0527	0.1470	1.2914	
0.0523	0.1464	1.2923	
0.0527	0.1464	1.2923	
0.0533	0.1477	1.2940	
0.0517	0.1428	1.2812	
0.0530	0.1467	1.2927	
0.0527	0.1464	1.2907	
0.0533	0.1457	1.2785	
0.0543	0.1431	1.2940	
0.0530	0.1464	1.2937	
0.0533	0.1470	1.2894	
0.0530	0.1474	1.2891	
0.0530	0.1460	1.2910	
0.0533	0.1477	1.2930	
0.0530	0.1460	1.2927	
0.0523	0.1464	1.2927	
0.0530	0.1474	1.2920	
0.0530	0.1457	1.2910	
0.0530	0.1477	1.2884	
0.0527	0.1467	1.2917	
0.0546	0.1467	1.2831	
0.0540	0.1470	1.2923	
0.0527	0.1470	1.2904	
0.0543	0.1470	1.2930	
0.0527	0.1464	1.2897	
0.0530	0.1457	1.2910	
0.0543	0.1470	1.2950	
0.0533	0.1480	1.2907	
0.0543	0.1457	1.2887	
0.0540	0.1460	1.2943	
0.0520	0.1457	1.2943	
0.0540	0.1460	1.2943	
