400.026	599
400.043	600.834594726563
400.061	600.165405273438
400.079	600.751892089844
400.096	601
400.114	601
400.131	601.502197265625
400.149	600.741577148438
400.166	599.336791992188
400.184	600.254089355469
400.202	601.342712402344
400.219	602.645385742188
400.237	599.005920410156
400.254	599.921752929688
400.272	602.516845703125
400.289	606.024963378906
400.307	604.305847167969
400.325	601.818359375
400.342	601
400.360	600.149169921875
400.377	599.342712402344
400.395	600.52001953125
400.413	601.822998046875
400.430	601.279052734375
400.448	603.948425292969
400.465	599.361999511719
400.483	602.379577636719
400.500	601.4755859375
400.518	599.640991210938
400.536	596.612854003906
400.553	598.598571777344
400.571	601.568603515625
400.588	602.394714355469
400.606	603.936157226563
400.624	600.4501953125
400.641	598.200805664063
400.659	600
400.676	600
400.694	600
400.711	604.60888671875
400.729	603.258239746094
400.747	601.397277832031
400.764	603.600158691406
400.782	602.501403808594
400.799	599.063842773438
400.817	599.912353515625
400.834	598.324523925781
400.852	603.893493652344
400.870	602.976196289063
400.887	602.058898925781
400.905	600.283203125
400.922	600
400.940	600.692993164063
400.958	598.558898925781
400.975	598.05517578125
400.993	600.779479980469
401.010	603
401.028	603.279479980469
401.045	602.819458007813
401.063	598
401.081	597.968627929688
401.098	597.051330566406
401.116	597
401.133	597.783203125
401.151	600.1015625
401.168	600.382202148438
401.186	600.535095214844
401.204	601.452392578125
401.221	601.630310058594
401.239	599.851989746094
401.256	597
401.274	597.607971191406
401.292	601.805541992188
401.309	597.219055175781
401.327	599.620422363281
401.344	600.790771484375
401.362	602.416137695313
401.379	602.374633789063
401.397	602.542663574219
401.415	602.5400390625
401.432	602
401.450	601.705444335938
401.467	601.635559082031
401.485	603.483459472656
401.503	599.907104492188
401.520	598.072509765625
401.538	597.118957519531
401.555	599.394958496094
401.573	598.568786621094
401.590	599.898742675781
401.608	601
401.626	601.938171386719
401.643	600.681640625
401.661	597.607360839844
401.678	599.883911132813
401.696	602.032043457031
401.713	596.27783203125
401.731	600.864318847656
401.749	602.780334472656
401.766	602.192565917969
401.784	602
401.801	602
