#Amplitudes and roll-off frequencies for laser power 470mA 
Ax 	 0.0008331813316186748 	 2.3050390341025664e-05 
f0x 	 200.55737633608638 	 13.518140598809872 
Ay 	 0.043998743763212875 	 0.00040839608350333494 
f0y 	 216.3086233297875 	 4.702143381151809 
Ax 	 0.0008563383686682367 	 9.31617554223342e-06 
f0x 	 138.886123784554 	 4.039023471123 
Ay 	 0.028909145049095954 	 0.00029670200590885113 
f0y 	 133.27373429055083 	 3.6201198412805655 
Ax 	 0.0008563383686682367 	 9.31617554223342e-06 
f0x 	 138.886123784554 	 4.039023471123 
Ay 	 0.028909145049095954 	 0.00029670200590885113 
f0y 	 133.27373429055083 	 3.6201198412805655 
Ax 	 0.0008563383686682367 	 9.31617554223342e-06 
f0x 	 138.886123784554 	 4.039023471123 
Ay 	 0.028909145049095954 	 0.00029670200590885113 
f0y 	 133.27373429055083 	 3.6201198412805655 
Ax 	 0.0008563383686682367 	 9.31617554223342e-06 
f0x 	 138.886123784554 	 4.039023471123 
Ay 	 0.028909145049095954 	 0.00029670200590885113 
f0y 	 133.27373429055083 	 3.6201198412805655 
Ax 	 0.0008563383686682367 	 9.31617554223342e-06 
f0x 	 138.886123784554 	 4.039023471123 
Ay 	 0.028909145049095954 	 0.00029670200590885113 
f0y 	 133.27373429055083 	 3.6201198412805655 
