#Amplitudes and roll-off frequencies for laser power 170mA 
Ax 	 4.971076380927159e-05 	 4.973786520228744e-07 
f0x 	 22.970631331402124 	 0.3255021723195991 
Ay 	 0.004659987575001715 	 3.947236716845179e-05 
f0y 	 29.84492222182512 	 0.35788679134305756 
Ax 	 5.120929662197687e-05 	 3.4865735263859363e-07 
f0x 	 14.664286286412324 	 0.1415178609772206 
Ay 	 0.006842958262076827 	 4.813064653301583e-05 
f0y 	 19.997994597377716 	 0.19924182388552816 
Ax 	 5.120929662197687e-05 	 3.4865735263859363e-07 
f0x 	 14.664286286412324 	 0.1415178609772206 
Ay 	 0.006842958262076827 	 4.813064653301583e-05 
f0y 	 19.997994597377716 	 0.19924182388552816 
Ax 	 5.120929662197687e-05 	 3.4865735263859363e-07 
f0x 	 14.664286286412324 	 0.1415178609772206 
Ay 	 0.006842958262076827 	 4.813064653301583e-05 
f0y 	 19.997994597377716 	 0.19924182388552816 
