0,000;-0,145
0,019;-0,145
0,038;-0,142
0,056;-0,145
0,075;-0,145
0,094;-0,146
0,113;-0,144
0,131;-0,144
0,150;-0,142
0,169;-0,142
0,188;-0,145
0,206;-0,146
0,225;-0,145
0,244;-0,142
0,263;-0,145
0,281;-0,143
0,300;-0,144
0,319;-0,143
0,338;-0,142
0,356;-0,145
0,375;-0,145
0,394;-0,146
0,413;-0,146
0,431;-0,143
0,450;-0,142
0,469;-0,145
0,488;-0,143
0,506;-0,142
0,525;-0,142
0,544;-0,142
0,563;-0,144
0,581;-0,142
0,600;-0,145
0,619;-0,145
0,638;-0,144
0,656;-0,143
0,675;-0,144
0,694;-0,142
0,713;-0,147
0,731;-0,143
0,750;-0,142
0,769;-0,143
0,788;-0,145
0,806;-0,146
0,825;-0,145
0,844;-0,145
0,863;-0,146
0,881;-0,143
0,900;-0,146
0,919;-0,142
0,938;-0,144
0,956;-0,142
0,975;-0,142
0,994;-0,145
1,013;-0,142
1,031;-0,145
1,050;-0,143
1,069;-0,145
1,088;-0,146
1,106;-0,142
1,125;-0,142
1,144;-0,145
1,163;-0,142
1,181;-0,142
1,200;-0,145
1,219;-0,145
1,238;-0,143
1,256;-0,144
1,275;-0,142
1,294;-0,145
1,313;-0,145
1,331;-0,142
1,350;-0,142
1,369;-0,146
1,388;-0,143
1,406;-0,146
1,425;-0,146
1,444;-0,144
1,463;-0,144
1,481;-0,145
1,500;-0,146
1,519;-0,145
1,538;-0,145
1,556;-0,145
1,575;-0,146
1,594;-0,145
1,613;-0,142
1,631;-0,145
1,650;-0,146
1,669;-0,144
1,688;-0,142
1,706;-0,143
1,725;-0,142
1,744;-0,143
1,763;-0,145
1,781;-0,143
1,800;-0,144
1,819;-0,146
1,838;-0,147
1,856;-0,142
1,875;-0,142
1,894;-0,142
1,913;-0,143
1,931;-0,144
1,950;-0,146
1,969;-0,143
1,988;-0,144
2,006;-0,144
2,025;-0,142
2,044;-0,145
2,063;-0,142
2,081;-0,145
2,100;-0,146
2,119;-0,145
2,138;-0,145
2,156;-0,144
2,175;-0,141
2,194;-0,142
2,213;-0,145
2,231;-0,142
2,250;-0,145
2,269;-0,146
2,288;-0,141
2,306;-0,144
2,325;-0,143
2,344;-0,144
2,363;-0,141
2,381;-0,145
2,400;-0,141
2,419;-0,142
2,438;-0,145
2,456;-0,143
2,475;-0,145
2,494;-0,144
2,513;-0,145
2,531;-0,145
2,550;-0,144
2,569;-0,143
2,588;-0,145
2,606;-0,142
2,625;-0,143
2,644;-0,143
2,663;-0,141
2,681;-0,145
2,700;-0,142
2,719;-0,146
2,738;-0,143
2,756;-0,145
2,775;-0,145
2,794;-0,142
2,813;-0,145
2,831;-0,142
2,850;-0,143
2,869;-0,143
2,888;-0,144
2,906;-0,143
2,925;-0,142
2,944;-0,142
2,963;-0,145
2,981;-0,143
3,000;-0,141
3,019;-0,145
3,038;-0,141
3,056;-0,144
3,075;-0,145
3,094;-0,145
3,113;-0,143
3,131;-0,144
3,150;-0,145
3,169;-0,143
3,188;-0,142
3,206;-0,143
3,225;-0,145
3,244;-0,142
3,263;-0,145
3,281;-0,141
3,300;-0,142
3,319;-0,144
3,338;-0,143
3,356;-0,145
3,375;-0,143
3,394;-0,143
3,413;-0,142
3,431;-0,142
3,450;-0,142
3,469;-0,142
3,488;-0,142
3,506;-0,141
3,525;-0,145
3,544;-0,141
3,563;-0,143
3,581;-0,144
3,600;-0,145
3,619;-0,143
3,638;-0,142
3,656;-0,146
3,675;-0,143
3,694;-0,141
3,713;-0,143
3,731;-0,141
3,750;-0,142
3,769;-0,145
3,788;-0,144
3,806;-0,145
3,825;-0,142
3,844;-0,145
3,863;-0,141
3,881;-0,145
3,900;-0,142
3,919;-0,142
3,938;-0,141
3,956;-0,144
3,975;-0,142
3,994;-0,140
4,013;-0,143
4,031;-0,141
4,050;-0,142
4,069;-0,144
4,088;-0,145
4,106;-0,144
4,125;-0,141
4,144;-0,142
4,163;-0,141
4,181;-0,142
4,200;-0,145
4,219;-0,144
4,238;-0,144
4,256;-0,141
4,275;-0,143
4,294;-0,144
4,313;-0,143
4,331;-0,141
4,350;-0,142
4,369;-0,141
4,388;-0,143
4,406;-0,141
4,425;-0,142
4,444;-0,144
4,463;-0,142
4,481;-0,145
4,500;-0,142
4,519;-0,143
4,538;-0,142
4,556;-0,142
4,575;-0,141
4,594;-0,141
4,613;-0,140
4,631;-0,140
4,650;-0,142
4,669;-0,141
4,688;-0,143
4,706;-0,141
4,725;-0,140
4,744;-0,141
4,763;-0,141
4,781;-0,140
4,800;-0,144
4,819;-0,140
4,838;-0,141
4,856;-0,144
4,875;-0,141
4,894;-0,142
4,913;-0,142
4,931;-0,140
4,950;-0,141
4,969;-0,143
4,988;-0,141
5,006;-0,143
5,025;-0,145
5,044;-0,143
5,063;-0,144
5,081;-0,144
5,100;-0,140
5,119;-0,140
5,138;-0,144
5,156;-0,141
5,175;-0,142
5,194;-0,145
5,213;-0,142
5,231;-0,144
5,250;-0,141
5,269;-0,141
5,288;-0,141
5,306;-0,142
5,325;-0,140
5,344;-0,141
5,363;-0,140
5,381;-0,140
5,400;-0,144
5,419;-0,143
5,438;-0,142
5,456;-0,143
5,475;-0,142
5,494;-0,142
5,513;-0,141
5,531;-0,143
5,550;-0,140
5,569;-0,142
5,588;-0,141
5,606;-0,142
5,625;-0,143
5,644;-0,141
5,663;-0,142
5,681;-0,141
5,700;-0,143
5,719;-0,139
5,738;-0,141
5,756;-0,141
5,775;-0,140
5,794;-0,140
5,813;-0,139
5,831;-0,144
5,850;-0,144
5,869;-0,141
5,888;-0,141
5,906;-0,142
5,925;-0,142
5,944;-0,139
5,963;-0,141
5,981;-0,144
6,000;-0,140
6,019;-0,140
6,038;-0,143
6,056;-0,139
6,075;-0,140
6,094;-0,143
6,113;-0,140
6,131;-0,143
6,150;-0,143
6,169;-0,141
6,188;-0,142
6,206;-0,139
6,225;-0,140
6,244;-0,144
6,263;-0,144
6,281;-0,140
6,300;-0,144
6,319;-0,143
6,338;-0,142
6,356;-0,140
6,375;-0,140
6,394;-0,143
6,413;-0,141
6,431;-0,143
6,450;-0,139
6,469;-0,141
6,488;-0,139
6,506;-0,142
6,525;-0,142
6,544;-0,143
6,563;-0,141
6,581;-0,141
6,600;-0,143
6,619;-0,139
6,638;-0,140
6,656;-0,142
6,675;-0,142
6,694;-0,143
6,713;-0,143
6,731;-0,142
6,750;-0,142
6,769;-0,141
6,788;-0,142
6,806;-0,143
6,825;-0,140
6,844;-0,139
6,863;-0,140
6,881;-0,141
6,900;-0,142
