0.000;-0.120
0.019;-0.117
0.038;-0.117
0.056;-0.117
0.075;-0.120
0.094;-0.117
0.113;-0.120
0.131;-0.118
0.150;-0.119
0.169;-0.118
0.188;-0.120
0.206;-0.117
0.225;-0.119
0.244;-0.118
0.263;-0.116
0.281;-0.119
0.300;-0.120
0.319;-0.120
0.338;-0.118
0.356;-0.120
0.375;-0.118
0.394;-0.117
0.413;-0.118
0.431;-0.120
0.450;-0.120
0.469;-0.119
0.488;-0.117
0.506;-0.119
0.525;-0.117
0.544;-0.117
0.563;-0.118
0.581;-0.117
0.600;-0.120
0.619;-0.119
0.638;-0.117
0.656;-0.120
0.675;-0.117
0.694;-0.117
0.713;-0.118
0.731;-0.120
0.750;-0.121
0.769;-0.120
0.788;-0.119
0.806;-0.121
0.825;-0.121
0.844;-0.117
0.863;-0.121
0.881;-0.121
0.900;-0.117
0.919;-0.119
0.938;-0.117
0.956;-0.118
0.975;-0.117
0.994;-0.121
1.013;-0.117
1.031;-0.116
1.050;-0.119
1.069;-0.120
1.088;-0.119
1.106;-0.117
1.125;-0.120
1.144;-0.118
1.163;-0.117
1.181;-0.120
1.200;-0.117
1.219;-0.117
1.238;-0.119
1.256;-0.117
1.275;-0.117
1.294;-0.118
1.313;-0.118
1.331;-0.117
1.350;-0.119
1.369;-0.118
1.388;-0.120
1.406;-0.119
1.425;-0.117
1.444;-0.119
1.463;-0.118
1.481;-0.120
1.500;-0.117
1.519;-0.119
1.538;-0.119
1.556;-0.120
1.575;-0.118
1.594;-0.117
1.613;-0.117
1.631;-0.120
1.650;-0.120
1.669;-0.119
1.688;-0.116
1.706;-0.117
1.725;-0.119
1.744;-0.119
1.763;-0.117
1.781;-0.120
1.800;-0.118
1.819;-0.120
1.838;-0.117
1.856;-0.118
1.875;-0.116
1.894;-0.117
1.913;-0.117
1.931;-0.117
1.950;-0.117
1.969;-0.118
1.988;-0.117
2.006;-0.120
2.025;-0.119
2.044;-0.120
2.063;-0.116
2.081;-0.116
2.100;-0.119
2.119;-0.119
2.138;-0.117
2.156;-0.121
2.175;-0.116
2.194;-0.119
2.213;-0.116
2.231;-0.120
2.250;-0.117
2.269;-0.119
2.288;-0.116
2.306;-0.117
2.325;-0.119
2.344;-0.117
2.363;-0.117
2.381;-0.117
2.400;-0.119
2.419;-0.119
2.438;-0.117
2.456;-0.117
2.475;-0.120
2.494;-0.117
2.513;-0.120
2.531;-0.116
2.550;-0.117
2.569;-0.118
2.588;-0.119
2.606;-0.118
2.625;-0.117
2.644;-0.120
2.663;-0.117
2.681;-0.116
2.700;-0.119
2.719;-0.118
2.738;-0.118
2.756;-0.118
2.775;-0.117
2.794;-0.116
2.813;-0.119
2.831;-0.116
2.850;-0.118
2.869;-0.120
2.888;-0.119
2.906;-0.120
2.925;-0.119
2.944;-0.120
2.963;-0.118
2.981;-0.120
3.000;-0.116
3.019;-0.117
3.038;-0.120
3.056;-0.119
3.075;-0.118
3.094;-0.119
3.113;-0.117
3.131;-0.117
3.150;-0.119
3.169;-0.120
3.188;-0.120
3.206;-0.117
3.225;-0.117
3.244;-0.116
3.263;-0.117
3.281;-0.116
3.300;-0.117
3.319;-0.117
3.338;-0.117
3.356;-0.118
3.375;-0.117
3.394;-0.116
3.413;-0.117
3.431;-0.120
3.450;-0.117
3.469;-0.116
3.488;-0.120
3.506;-0.118
3.525;-0.117
3.544;-0.119
3.563;-0.120
3.581;-0.116
3.600;-0.120
3.619;-0.117
3.638;-0.120
3.656;-0.120
3.675;-0.116
3.694;-0.118
3.713;-0.117
3.731;-0.119
3.750;-0.116
3.769;-0.119
3.788;-0.117
3.806;-0.119
3.825;-0.118
3.844;-0.118
3.863;-0.116
3.881;-0.120
3.900;-0.117
3.919;-0.117
3.938;-0.117
3.956;-0.119
3.975;-0.117
3.994;-0.118
4.013;-0.117
4.031;-0.116
4.050;-0.119
4.069;-0.116
4.088;-0.117
4.106;-0.120
4.125;-0.118
4.144;-0.117
4.163;-0.116
4.181;-0.116
4.200;-0.118
4.219;-0.117
4.238;-0.120
4.256;-0.116
4.275;-0.116
4.294;-0.117
4.313;-0.119
